"AST_AST_ID,HAE_NAAM,LKE_LKE_ID,HAT_ID,ATTRIBUUT_1,ATTRIBUUT_2,ATTRIBUUT_3,ATTRIBUUT_4,ATTRIBUUT_5,ATTRIBUUT_6,ATTRIBUUT_7,ATTRIBUUT_8,ATTRIBUUT_9,ATTRIBUUT_10,MCE_MCE_ID,TYPE_SCHAKELING,SOORT_SMELTVEILIGHEID"
"107920,Stroomtrafo,,13631,04/28364,04/28362,04/28363,3000/5,10,600,0,2,,mbs,EASK123.3,,,"
"107860,Stroomtrafo,,13634,04/613486,04/613303,04/617070,200/5,2,5,40,0,2s,,Faget,RM70-E4B,,,"
"103054,Stroomtrafo,,13637,01/52131,01/52124,01/52116,750/5,,150,1,,,,,,"
"85926,Stroomtrafo,,13643,02/53126,02/53121,02/53138,250/5,,50,1,,,,,,"
"96869,Stroomtrafo,,13650,93/661330,93/661332,93/661226,150/5  klasse 0,2,,30,1,,,,,,"
"96872,Stroomtrafo,,13651,93/661263,93/661317,93/661236,150/5 klasse 0,2,,30,1,,,,,,"
"96868,Stroomtrafo,,13652,93/661311,93/661289,93/661336,150/5 klasse 0,2,,30,1,,,,,,"
"96865,Stroomtrafo,,13653,,,,1500/5  klasse 0,5,,300,1,,,,,,"
"71626,Stroomtrafo,,7250,93/693805,93/693828,93/693815,250/5,7,5,50,0,2,,Zelisko,KAS 2/C/2,,,"
"92201,Stroomtrafo,,7746,88318967,88318965,88318968,400 /  5,, 80,  1,,,,,,"
"92203,Stroomtrafo,,7747,60258,60254,60253,150/5,,30,1,,,,,,"
"92220,Stroomtrafo,,7748,87/313393,87/313392,87/313391,1000 /  5,10,200,0,2,,Faget,IEC 185,,,"
"92225,Stroomtrafo,,7749,99023906,99023909,99023900,1500 /  5,,  1,  1,,,,,,"
"92671,Stroomtrafo,,7750,84212068,84212084,84212056, 600 /  5,5,120,0,2,,Faget,,,,"
"92683,Stroomtrafo,,7752,02/70384,02/70157,02/70390,1000/5,,200,  1,,,,,,"
"92686,Stroomtrafo,,7753,89328656,88319634,88320649,1000 /  5,10,200,0,2,,Faget,,,,"
"92690,Stroomtrafo,,7754,02/61995,02/59303,01/60702,2000/5,,400,1,,,,,,"
"92749,Stroomtrafo,,7756,44965,44971,44970, 750/5,,150,  1,,,,,,"
"92757,Stroomtrafo,,7757,88318961,88318969,88318963, 400 /  5,5, 80,0,2,,Faget,RM70-E4B,,,"
"92769,Stroomtrafo,,7758,88319648,88319645,88319647,1000 /  5,5,200,0,2,,Faget,,,,"
"93252,Stroomtrafo,,7759,03/604680,03/604702,03/604696,1500/5,10,300,0,2s,,Faget,Rm120-E8,,,"
",Stroomtrafo,,7760,91368937,91368934,91368929, 800 /  5,,160,160,,,,,,"
"93466,Stroomtrafo,,7761,319650,319646,319649,1000/5,5,200,0,2,,Faget,,,,"
"93479,Stroomtrafo,,7763,88320645,88320640,88319633,1000 /  5,10,200,0,2,,Faget,,,,"
"93622,Stroomtrafo,,7766,92263408,92263405,92263410,1600/5,7,5,320,0,2,,zelisko,kas5/26,,,"
"93654,Stroomtrafo,,7767,94102904,94102914,94102901, 400 /  5,7,5, 80,0,2,,Zelisko,KAS 2/B/2,,,"
"93664,Stroomtrafo,,7769,4604019,4604021,4604136,1000/5,5,200,0,2s,,Faget,RM85-E5A,,,"
"93667,Stroomtrafo,,7770,97088766,97088765,97088764, 750 /  5,5,150,0,2,,MBS,EASK 61.4,,,"
"93669,Stroomtrafo,,7772,99027998,99027987,99027986, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"92691,Stroomtrafo,,7774,93263404,93263406,93263407,1600 /  5,7,5,320,0,2,,Zelisko,KAS 5/26,,,"
"92191,Stroomtrafo,,7775,86304625,86304619,86304624, 200 /  5,, 40,  1,,,,,,"
"92229,Stroomtrafo,,7776,96084108,96084109,96084107, 250 /  5,, 50,  1,,,,,,"
"93258,Stroomtrafo,,7778,04/614824,04/605815,04/614988,400/5,2,5,80,0,2s,,Faget,RM70-E4B,,,"
"92689,Stroomtrafo,,7779,98011459,98011457,98011461,1000 /  5,,200,  1,,,,,,"
"93464,Stroomtrafo,,7780,96081566,98014932,96081568,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"93682,Stroomtrafo,,7782,99028044,99026376,99028043,1500 /  5,5,300,0,2,,MBS,EASK 81.4,,,"
"92688,Stroomtrafo,,7785,97089419,97089417,97089418, 750 /  5,5,150,0,2,,MBS,EASK 61.4,,,"
"93536,Stroomtrafo,,7787,91363736,91363724,91363738, 250 /  5,7,5, 50,0,2,,Faget,RM60-E2C,,,"
"93668,Stroomtrafo,,7788,93/661344,94/016910,93/661283, 150 /  5,7,5, 30,0,2,,Zelisko,KAS 2/C/2,,,"
"93621,Stroomtrafo,,7793,00041062,00041063,00041061, 250 /  5,, 50,  1,,,,,,"
"93541,Stroomtrafo,,7794,90830189,90830197,90830204, 150 /  5,7,5, 30,0,2,,Ritz,KSO 62,,,"
"92228,Stroomtrafo,,7795,96084098,96084099,96084100, 250 /  5,, 50,  1,,,,,,"
"91982,Stroomtrafo,,7796,00318970,00318960,00318966, 400 /  5,5, 80,0,2,,Faget,RM70-E4B,,,"
"93253,Stroomtrafo,,7798,93/661277,93/661219,93/661327,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"92477,Stroomtrafo,,7799,98011358,98011359,98011360, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"92611,Stroomtrafo,,7800,98014937,99020953,98014943, 250 /  5,, 50,  1,,,,,,"
"92736,Stroomtrafo,,7801,98014946,99020946,98014929, 250 /  5,5, 50,  1,,MBS,EASK 21.3,,,"
"81784,Stroomtrafo,,7802,98/14947,98/14922,98/14936,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"93476,Stroomtrafo,,7803,93661221,93661329,93661340,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"93267,Stroomtrafo,,7804,90830205,90830206,90830190, 150 /  5,, 30,  1,,,,,,"
"92226,Stroomtrafo,,7805,09784850,,09811164,1600 /  5,10,320,0,2,,Redur,10A 815.3,,,"
"92221,Stroomtrafo,,7806,,,, 250 /  5,, 50,  1,,,,,,"
"97431,Stroomtrafo,,7807,,,,1600 /  5,,320,  1,,,,,,"
"93684,Stroomtrafo,,7808,00036386,00036389,00036357,2000 /  5,,400,  1,,,,,,"
"93661,Stroomtrafo,,7809,,,,1000 /  5,,200,  1,,,,,,"
"93679,Stroomtrafo,,7810,00048792,00023802,00026010,2500 /  5,,500,  1,,,,,,"
"92620,Stroomtrafo,,7811,93/661290,93/661347,93/661257,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"92334,Stroomtrafo,,7813,78/182001,78/182000,78/181999,250/5,10,50,0,2,,Faget,RS 70,,,"
"97444,Stroomtrafo,,7814,84283477,84283481,84283482,150/5,4,30,0,2,,Faget,RM60E2b,,,"
"92396,Stroomtrafo,,7815,93693812,93693819,93693801, 250 /  5, 7,5, 50,0,2,,Zelisko,Kas 2/C/2,,,"
"97442,Stroomtrafo,,7816,98098677,98098678,98098676,250/5,5,50,0,2,,MBS,EASK21.3,,,"
"96645,Stroomtrafo,,7817,99028012,99028020,99026337,400/5,5,80,0,2,,MBS,EASK 21.3,,,"
",Stroomtrafo,,7819,94102808,94102839,94102837, 150 /  5,, 30, 30,,,,,,"
"97457,Stroomtrafo,,7820,132095,132110,132097,300/5,5,60,0,2,,Faget,RS 90,,,"
"92913,Stroomtrafo,,7821,98694154,98694149,98694146,150/5,7,5,30,0,2,,Ritz,kso62,,,"
"95719,Stroomtrafo,,7823,98/11485,98/11487,98/11486,250/5,2,5,50,0,2,,MBS,EASK 31.4,,,"
"97446,Stroomtrafo,,7824,,,, 200 /  5,, 40,  1,,,,,,"
"92099,Stroomtrafo,,7825,07660525,07660559,08616402,200 /  5,2,5,40,0,2s,,Faget,RM70-E4B,,,"
",Stroomtrafo,,7826,84294718,84294719,84294720, 600 /  5, 5,0,120,120,,,,,,"
"94141,Stroomtrafo,,7827,87311084,87311085,87311088, 600 /  5,5,120,0,2,,Faget,RM70E4B,,,"
"94570,Stroomtrafo,,7829,90346522,90346523,90346525, 800 /  5,,160,  1,,,,,,"
"94583,Stroomtrafo,,7830,94/017119,94/017118,94/017120, 800 /  5,7,5,160,0,2,,Zelisko,KAS 5/6,,,"
"95064,Stroomtrafo,,7831,,,, / ,,,  1,,,,,,"
",Stroomtrafo,,7832,,,, 300 /  5,, 60, 60,,,,,,"
"94141,Stroomtrafo,,7833,87311087,87311089,87311086, 600 /  5,5,120,0,2,,Faget,RM70-E4B,,,"
"96329,Stroomtrafo,,7834,89527438,89527439,89527437, 150 /  5,, 30,  1,,,,,,"
"96450,Stroomtrafo,,7836,04621176,04604067,04621111,1000/  5,5,200,0,2s,,Faget,RM85-E5A,,,"
"96484,Stroomtrafo,,7837,01/60332,01/60336,01/60338,750/5,5,150,0,5s,,MBS,EASK 61.4,,,"
",Stroomtrafo,,7838,86014593,86014592,86014594, 100 /  5,, 20, 20,,,,,,"
",Stroomtrafo,,7841,,,, / ,,,  1,,,,,,"
"96439,Stroomtrafo,,7842,11639508,11643579,12635822,1500/5,5,300,0,2s,,Faget,RM100-E8A,,,"
",Stroomtrafo,,7844,98014947,98014922,98014936, 250 /  5,, 50, 50,,,,,,"
"94569,Stroomtrafo,,7847,93/661239,93/661255,93/661241,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"94589,Stroomtrafo,,7848,90793259,90793258,90793268, 100 /  5,5, 20,0,2,,Ritz,KSO 62,,,"
"94689,Stroomtrafo,,7849,92557401,92557409,92557407, 250 /  5,, 50,  1,,,,,,"
"95193,Stroomtrafo,,7850,94016840,94016846,94016809, 250 /  5,7,5, 50,0,2,,Zelisko,KAS 2/C/2,,,"
",Stroomtrafo,,7852,93661229,93661323,93661224, 150 /  5,, 30, 30,,,,,,"
"96456,Stroomtrafo,,7854,84282322,84282327,84282324,125/5,4,25,0,2,,Faget,RM60-E2C,,,"
"96476,Stroomtrafo,,7855,94016842,94016822,94016832, 250 /  5,, 50,  1,,,,,,"
"96476,Stroomtrafo,,7856,,,, 600 /  5,,120,  1,,,,,,"
"96221,Stroomtrafo,,7857,93661321,93661299,93661254, 150 /  5,, 30,  1,,,,,,"
"96250,Stroomtrafo,,7858,72/84975,72/84976,72/84977,400/5,7,5,80,0,2,,Faget,RS 90,,,"
"96459,Stroomtrafo,,7859,,,,2000 /  5,,400,  1,,,,,,"
"94773,Stroomtrafo,,7860,84/218592,84/218593,84/218595,160/5,5,32,0,2,,Faget,RM60-E3C,,,"
"94644,Stroomtrafo,,7862,87/311090,87/311091,87/311094,400/5,5, 80,0,2,,Faget,RM70-E4B,,,"
"94718,Stroomtrafo,,7865,86165854,86165855,86165856,200/5,7,5, 40,0,2,,Faget,,,,"
"94719,Stroomtrafo,,7866,,,, 600 /  5,,120,  1,,,,,,"
"94722,Stroomtrafo,,7868,,,,1000 /  5,,200,  1,,,,,,"
"95411,Stroomtrafo,,7869,03/36784,03/36796,03/36779,400/5,5,80,0,5s,,MBS,EASK 21.3,,,"
",Stroomtrafo,,7870,84218594,84218596,84218597, 160 /  5,, 32, 32,,,,,,"
"94770,Stroomtrafo,,7871,387598,377342,399886,200/5,5,40,0,2,,Transforma,72402 (L1, L2)  69662 (L3),,,"
"97479,Stroomtrafo,,7872,89/527486,89/527487,89/527491,250/5,7,5,50,0,2,,Ritz,KSO 62,,,"
",Stroomtrafo,,7873,94903311,94903325,94017002, 400 /  5,, 80, 80,,,,,,"
",Stroomtrafo,,7875,81186691,81186695,81186690, 150 /  5,, 30, 30,,,,,,"
"94594,Stroomtrafo,,7876,88394677,88394680,88394676, 200 /  5,,  1,  1,,,,,,"
"96241,Stroomtrafo,,7877,374620,374629,374632,100/5,5,20,0,2,,Transforma,069662,,,"
"87526,Stroomtrafo,,7879,,,, / ,,,  1,,,,,,"
"87855,Stroomtrafo,,7882,87/318620,87/318621,87/318622, 600 /  5,10,120,0,5,,Faget,,,,"
"87865,Stroomtrafo,,7883,90694253,90694254,90694249, 400 /  5,7,5, 80,0,2,,Ritz,KSO 62,,,"
"88017,Stroomtrafo,,7885,92/382637,92/382634,92/382640,1000/5,5,200,0,2,,Faget,RM90-E5A,,,"
"88131,Stroomtrafo,,7886,03007037,03607421,03607500,1000/5,5,200,0,2s,,Faget,RM85-E5A,,,"
"88376,Stroomtrafo,,7887,87310639,87310638,87310637, 100 /  5,10, 20,0,2,,Faget,,,,"
"88662,Stroomtrafo,,7888,87313342,87313352,87313351,600/5,10,120,0,2,,Faget,ber7539,,,"
"87529,Stroomtrafo,,7889,96082007,96082009,96082008, 750 /  5,,150,  1,,,,,,"
"87982,Stroomtrafo,,7890,,,, / ,,,  1,,,,,,"
"88021,Stroomtrafo,,7891,00036272,00036274,00036273,2000 /  5,,400,  1,,,,,,"
"88336,Stroomtrafo,,7892,,,, 150 /  5,, 30,  1,,,,,,"
"88587,Stroomtrafo,,7893,00/43701,00/43893,00/43705,1000/5,5,200,0,2,,MBS,EASK 51.4,,,"
"87485,Stroomtrafo,,7895,00036311,00036305,00036309,1500 /  5,5,300,0,2,,MBS,EASK 81.4,,,"
"88583,Stroomtrafo,,7896,9921968,9921967,9920961, 750 /  5,5,150,0,2,,MBS,EASK 61.4,,,"
"87547,Stroomtrafo,,7897,01/52134,01/52121,01/52128,750/5,5,150,0,2,,MBS,EASK 61.4,,,"
"87490,Stroomtrafo,,7899,89324923,89324924,89324925, 200 /  5,10, 40,0,2,,Faget,BER 7998,,,"
"87507,Stroomtrafo,,7900,94016826,94016855,94016825, 250 /  5,7,5, 50,0,2,,Zelisko,KAS 2/C/2,,,"
"87662,Stroomtrafo,,7901,07605467,07605465,07605461,600/5,2,5,120,0,2s,,Faget,Rm70-E4A,,,"
"87821,Stroomtrafo,,7902,0036277,0036280,0036283,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"88194,Stroomtrafo,,7904,97089409,97089410,97089408, 400 /  5,5, 80,0,2,,MBS,EASK 21.3,,,"
"88205,Stroomtrafo,,7905,03/000453,03/000118,03/000125,400/5,2,5,80,1,,,,,,"
"88375,Stroomtrafo,,7906,84288757,84288756,84288755, 200 /  5,7,5, 40,0,2,,Faget,,,,"
"88386,Stroomtrafo,,7907,86161709,86161708,86161707, 100 /  5,7,5, 20,0,2,,Faget,,,,"
"88586,Stroomtrafo,,7909,89/527402,89/527401,89/527408,100/5,7,5,20,0,2,,Ritz,KSO 62,,,"
"88663,Stroomtrafo,,7910,98014275,98014272,98014268,1000 /  5,5,200,0,2,,MBS,EASK 51.4,,,"
"88668,Stroomtrafo,,7911,91136544,91136545,91136546, 200 /  5,, 40,  1,,,,,,"
"88669,Stroomtrafo,,7912,89331976,89331975,89331974, 200 /  5,, 40,  1,,,,,,"
"88674,Stroomtrafo,,7913,87298273,87298272,87298271, 100 /  5,, 20,  1,,,,,,"
"88677,Stroomtrafo,,7914,90830208,90830196,90830207, 150 /  5,7,5, 30,0,2,,Ritz,KSO 62,,,"
"87890,Stroomtrafo,,7915,98011401,98011402,98011400,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"87776,Stroomtrafo,,7917,97089401,97089403,97089402, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"88132,Stroomtrafo,,7918,94/016919,94/016922,94/016928,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"88020,Stroomtrafo,,7919,00038168,00038167,00038166, 250 /  5,5,50,0,2,,MBS,EASK 21.3,,,"
"88016,Stroomtrafo,,7920,00/42138,00/42140,00/42139,150/5,2,5,30,0,2,,MBS,EASK 21.3,,,"
"87508,Stroomtrafo,,7921,,,,2000 /  5,,400,  1,,,,,,"
"88329,Stroomtrafo,,7922,,,, 600 /  5,, 30,  1,,,,,,"
"87488,Stroomtrafo,,7923,,,,1600 /  5,,320,  1,,,,,,"
"97312,Stroomtrafo,,7925,,,, 600 /  5,,120,  1,,,,,,"
"87877,Stroomtrafo,,7926,91987431,91987404,91987429, 200 /  5,7,5, 40,0,2,,Zelisko,KAS 2/C/2,,,"
"87434,Stroomtrafo,,7927,90803101,90803100,90694144,150/5,7,5,30,0,2,,Ritz,KSO 62,,,"
"87440,Stroomtrafo,,7928,92366454,92366450,72040202, 100 /  5,7,5, 20,0,5.....1.....2,,Transforma,069662,,,"
"87442,Stroomtrafo,,7929,84225736,84225737,84225738,200/5,7,5,40,0,2,,Faget,RS 90,,,"
"87452,Stroomtrafo,,7930,91987711,91987708,91987710,800/5,7,5,160,0,2,,Zelisko,KAS 4/4,,,"
"87454,Stroomtrafo,,7931,22582209,22582211,22546192,400/5,5,80,0,2s,,Eleq,RM70-E4A,,,"
"87456,Stroomtrafo,,7932,90830194,90830195,90830198, 150 /  5,7,5, 30,0,2,,Ritz,KSO 62,,,"
"87459,Stroomtrafo,,7933,86161736,86161735,86161734, 100 /  5,7,5, 20,0,2,,Faget,,,,"
"87470,Stroomtrafo,,7934,19698004,20500056,20500175,1600/5,5,320,0,2s,,Eleq,RM100-E8A,,,"
",Stroomtrafo,,7935,71058417,71058418,71058419, 200 /  5,, 40, 40,,,,,,"
"87462,Stroomtrafo,,7936,00036279,00036288,00036276, 250 /  5,5,50,0,2,,MBS,EASK 21.3,,,"
"88478,Stroomtrafo,,7937,94016952,94016951,94016929,150/5,7.5,30,0.2,,zelisko,kas2/c/2,,,"
",Stroomtrafo,,7938,89527436,89527440,89527441, 150 /  5,, 30, 30,,,,,,"
"85513,Stroomtrafo,,7939,98014930,98014927,98014926, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"85932,Stroomtrafo,,7940,00/44228,00/44227,00/44229,1500/5,,300,1,,,,,,"
"83896,Stroomtrafo,,7941,,,, / ,,  1, 10,,,,,,"
"83899,Stroomtrafo,,7942,90345242,90345243,90345244, 600 /  5,,120,  1,,,,,,"
"84166,Stroomtrafo,,7943,00038194,00038201,00038193,1500/5,5,300,0,2,,MBS,EASK 81.4,,,"
",Stroomtrafo,,7946,,,, / ,,,  1,,,,,,"
"85939,Stroomtrafo,,7947,05/114280,05/114278,05/114279,1250 / 5,10,250,0,2,,Redur,8A 615.3,,,"
"85924,Stroomtrafo,,7948,99008902,99008901,99008903,1600/5,10,320,0,2,,Faget,RM110-E6,,,"
"83775,Stroomtrafo,,7950,84/298261,84/298260,84/298259,100/5,7,5, 20,0,2,,Faget,RM90,,,"
"96626,Stroomtrafo,,7951,84225742,84225743,84225744,200/5,7,5,40,0,2,,Faget,RS90,,,"
"84148,Stroomtrafo,,7952,06476785,06476762,06476753, 150 /  5,7,5, 30,0,2,,Balleau,MC,,,"
"84173,Stroomtrafo,,7953,93661235,93661204,93661206,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"83785,Stroomtrafo,,7954,97089395,97089396,97089397, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"85942,Stroomtrafo,,7955,97088204,97088206,97088205, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"85935,Stroomtrafo,,7956,94102836,94102816,94102806, 150 /  5,7,5, 30,0,2,,Zelisko,KAS 2/C/2,,,"
"97270,Stroomtrafo,,7957,84225774,84225773,84225772,600/5,,120,1,,,,,,"
"97270,Stroomtrafo,,7958,97088771,97088772,97088770,750/5,,150,1,,,,,,"
"97270,Stroomtrafo,,7959,92382635,92382625,92382633,1000/5,,200,1,,,,,,"
"86773,Stroomtrafo,,7960,08667155,08667166,08682382,400/5,2.5,80,0,2s,,Faget,RM70-E4B,,,"
"97290,Stroomtrafo,,7961,99/29225,00/34340,00/34346,400/5,5,80,0,2,,MBS,EASK 21.3,,,"
"97233,Stroomtrafo,,7962,88231989,88231990,88231991,200/5,7,5,40,0,2,,,,,,"
"82419,Stroomtrafo,,7963,95446236,95446248,95446251,2500 /  5,10,500,0,2s,5,Holec,,,,"
",Stroomtrafo,,7965,87158469,87158468,87158467, 200 /  5,, 40, 40,,,,,,"
"85548,Stroomtrafo,,7966,84225754,84225755,84225756, 250 /  5,7,5,50,0,2,,Faget,RS 90,,,"
"83873,Stroomtrafo,,7967,78675299,78675294,78675292,1000 /  5,10,200,0,2,,Ritz,KSO 85,,,"
"97282,Stroomtrafo,,7969,98/11425,98/11426,98/11424,400/5,5,80,0,2,,MBS,EASK 21.3,,,"
"86775,Stroomtrafo,,7970,98098682,98098684,98098683,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"86855,Stroomtrafo,,7971,9814266,9814270,9814267,1000/5,5,200,0,2,,MBS,EASK 51.4,,,"
"86933,Stroomtrafo,,7972,12682904,12682917,12682918,200/5,2,5,40,0,2s,,Faget,RM70-E4B,,,"
"86862,Stroomtrafo,,7973,93/661261,93/661287,93/661247,150/5,7,5,30,0,2,,Zelisko,KAS 2/C/2,,,"
"87001,Stroomtrafo,,7974,94016805,94016860,94016847,250/5,7,5,50,0,2,,Zelisko,KAS 2/C/2,,,"
"86769,Stroomtrafo,,7975,99/32494,99/32503,99/32506,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"86774,Stroomtrafo,,7976,99027989,99028004,00036275,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
",Stroomtrafo,,7977,00041064,00041065,00041066, 400 /  5,, 80,  1,,,,,,"
"86885,Stroomtrafo,,7978,00042152,00042142,00042145,250/5,5,50,0,2,,MBS,EASK 21.3,,,"
"86864,Stroomtrafo,,7979,00042156,00044956,00044964,400/5,5,80,0.2,,MBS,EASK 21.3,,,"
"85931,Stroomtrafo,,7980,90694163,90694164,90694160, 150 /  5,7,5, 30,0,2,,Ritz,KSO 62,,,"
"82365,Stroomtrafo,,7982,92/378803,92/378805,92/382529,400/5,5,80,0,2,,Faget,RM70-E4B,,,"
"82874,Stroomtrafo,,7983,05604500,05604509,05604490,1000/5,5,200,0,2s,,Faget,RM85-E5A,,,"
"85157,Stroomtrafo,,7985,00036605,00036606,00036604,150/5,2,5,30,0,2,,MBS,EASK 21.3,,,"
"82395,Stroomtrafo,,7986,91136523,91136524,91136525,200/5,7,5,40,0,2,,Faget,onbekend,,,"
"97247,Stroomtrafo,,7987,10/60355,10/60353,10/60354,1000/5,7,5,200,0,2s,5,Sacomec,T2CB44-06,,,"
"85840,Stroomtrafo,,7988,89031264,89031264,89031264, 250 /  5,,50,  1,,,,,,"
"85889,Stroomtrafo,,7989,89527495,89527496,89527497,250/5,7,5,50,0,2,,Ritz,KSO 62,,,"
"97251,Stroomtrafo,,7991,99/24424,99/24433,99/24402,250/5,5,50,0,2,5,MBS,20.2180.24,,,"
",Stroomtrafo,,7992,69038347,69038346,69038345, 300 /  5,, 60, 60,,,,,,"
"97240,Stroomtrafo,,7993,90694159,90694158,90694151, 150 /  5,7,5, 30,0,2,,Ritz,KSO 62,,,"
"84320,Stroomtrafo,,7994,97093408,97093409,97093407,400/5,5,80,0,2,,MBS,EASK 21.3,,,"
"97031,Stroomtrafo,,7995,261954,261952,261953,200/5,5,40,0,2,,L&G,TCH 1,,,"
"67732,Stroomtrafo,,7996,94903309,94903303,94903306, 400 /  5,7,5, 80,0,2,,Zelisko,KAS 2/B/2,,,"
"67734,Stroomtrafo,,7997,88297753,88297754,88297755, 600 /  5,5,120,0,2,,L&G,,,,"
"67760,Stroomtrafo,,7998,90694262,90694263,90694261, 600 /  5,7,5,120,0,2,,Ritz,KSO 62,,,"
"67749,Stroomtrafo,,7999,94102902,94903312,94102912, 400 /  5,7,5, 80,0,2,,Zelisko,KAS 2/B/2,,,"
"67820,Stroomtrafo,,8000,1VLT5107048418,1VLT5107048419,1VLT5107048420,200/5,10,20,0,2s,,ABB,TPU 60.13,,,"
"68170,Stroomtrafo,,8001,31443 272,31443 269,31443 270,150/5,7,5, 30,0,2,,Balleau,MC,,,"
"68388,Stroomtrafo,,8003,90/059372,90/059373,90/059371,800/5,7,5,160,0,2,,Garre,GK,,,"
"97038,Stroomtrafo,,8004,90352294,90352272,90352296, 800 /  5,5,160,0,2,,Faget,RM90-E5A,,,"
"68030,Stroomtrafo,,8006,89527447,89527448,89527451, 150 /  5,7,5, 30,0,2,,,,,,"
"68278,Stroomtrafo,,8007,,,, / ,,,  1,,,,,,"
"68253,Stroomtrafo,,8009,98011361,98011363,98011362, 250 /  5,5, 50,0,2,,MBS,EASK 21.3,,,"
"67379,Stroomtrafo,,8013,87261949,87261951,87261950,200/5,5,40,0,2,,L&G,TCH 1,,,"
"67434,Stroomtrafo,,8014,91987716,91987709,91987702, 800 /  5,7,5,160,0,2,,Zelisko,KAS 4/4,,,"
"68251,Stroomtrafo,,8016,90361292,90361301,90361280, 400 /  5,7,5, 80,0,2,,,,,,"
"68315,Stroomtrafo,,8017,94102832,94102822,94102826, 150 /  5,, 30, 30,,,,,,"
"68516,Stroomtrafo,,8019,347446,347249,347224,1000 /  5,5,200,0,2,,Faget,RM90-E5A,,,"
"68279,Stroomtrafo,,8020,,,, 150 /  5,, 30,  1,,,,,,"
"67819,Stroomtrafo,,8021,91900902,91900903,91900901, 600 /  5,7,5,120,0,2,,Zelisko,KAS 6/8,,,"
"68529,Stroomtrafo,,8022,00020692,00020682,00020690,2500 /  5,10,500,0,2s,,Faget,RM160-E10/2A,,,"
"68192,Stroomtrafo,,8023,87157912,87157920,87157910,200/5,7,5,40,0,2,,Ritz,KSO 62,,,"
